date,Location,MinTemp,MaxTemp,Rainfall,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,RainToday,RainTomorrow
21-12-2018,srivilliputhur,5.6,16.4,0,20,17,70,64,1027.8,1026,0,0
22-12-2018,srivilliputhur,6.9,17.5,1.6,9,11,91,65,1030,1028.1,1,1
23-12-2018,srivilliputhur,4.6,17.3,0,0,9,100,66,1029,1025.6,0,0
24-12-2018,srivilliputhur,8.9,15.2,27,7,6,100,98,1022.1,1020.1,0,0
25-12-2018,srivilliputhur,4.7,18.2,0.6,6,0,100,46,1023.9,1021.3,0,0
26-12-2018,srivilliputhur,8.4,16.9,0,0,15,99,87,1020.8,1015.2,0,0
27-12-2018,srivilliputhur,11.6,17.3,0.6,19,30,53,38,1009.5,1009.4,0,0
28-12-2018,srivilliputhur,6.4,16.6,0,20,24,51,42,1016.1,1018,0,0
29-12-2018,srivilliputhur,2.3,16.7,0,20,11,62,48,1026.4,1024.3,0,0
30-12-2018,srivilliputhur,1.3,17.5,0,9,13,83,45,1028.6,1024.6,0,0
31-12-2018,srivilliputhur,-0.6,18,0,0,13,97,42,1022.8,1017.8,0,0
01-01-2019,srivilliputhur,3.8,15.7,0,0,9,98,63,1018.4,1016.4,0,0
02-01-2019,srivilliputhur,4.4,16.5,0.6,20,19,61,32,1023.2,1021.5,0,0
03-01-2019,srivilliputhur,5.2,16.6,0.2,15,15,65,41,1027.3,1025,0,0
04-01-2019,srivilliputhur,2.9,17.1,0,20,11,60,47,1029.2,1028.4,0,0
05-01-2019,srivilliputhur,4.7,18.1,0,15,27,68,27,1033,27,0,0
06-01-2019,srivilliputhur,4.6,18.7,0,11,6,86,46,1031,1027.5,0,0
07-01-2019,srivilliputhur,8.4,17.1,3.4,13,15,99,64,1030.5,1027.9,1,1
08-01-2019,srivilliputhur,7,17,24.8,15,7,93,67,1034.5,1033.2,1,1
09-01-2019,srivilliputhur,7.2,16.8,0,0,2,94,59,1036.1,1032.7,0,0
10-01-2019,srivilliputhur,10,12.6,2,0,27,100,100,1030.3,1025,1,1
11-01-2019,srivilliputhur,9,13.4,21,0,6,100,100,1019.4,1016.1,1,1
12-01-2019,srivilliputhur,8.9,19.8,7.2,0,9,100,76,1017.3,1013.7,1,1
13-01-2019,srivilliputhur,10.5,20.1,5.2,0,33,100,44,1012.3,1012.6,1,1
14-01-2019,srivilliputhur,4,19.9,0,7,37,75,37,1020.2,1014,0,0
15-01-2019,srivilliputhur,5,14.9,0,9,30,55,47,1016.1,1012.7,0,0
16-01-2019,srivilliputhur,10.2,17.5,7.4,33,22,68,59,1017.7,1017.9,1,1
17-01-2019,srivilliputhur,5.1,18,0,2,15,75,41,1019.3,1014.9,0,0
18-01-2019,srivilliputhur,2.9,16.6,0,9,27,80,27,1018.3,27,0,0
19-01-2019,srivilliputhur,4.3,16.3,0,19,17,58,38,1020.9,1019.5,0,0
20-01-2019,srivilliputhur,3.3,16.4,0,20,7,63,36,1025.4,1022,0,0
21-01-2019,srivilliputhur,1.2,17,0,0,11,93,42,1022.5,1019,0,0
22-01-2019,srivilliputhur,2.7,18,0,6,19,88,37,1023.9,1020.9,0,0
23-01-2019,srivilliputhur,6.1,12.5,6.6,7,6,100,100,1019.3,1014.1,1,1
24-01-2019,srivilliputhur,6.9,16.5,6.2,11,37,81,42,1009.4,1003.6,1,1
25-01-2019,srivilliputhur,9.1,16,0,31,26,54,51,1002.2,1003,0,0
26-01-2019,srivilliputhur,8.2,18.8,0,26,11,52,42,1012.9,1012.2,0,0
27-01-2019,srivilliputhur,2.9,20.5,27,27,11,99,44,1014.9,1009.8,0,0
28-01-2019,srivilliputhur,6.5,19.6,0,11,28,78,38,1006.8,1004.1,0,0
29-01-2019,srivilliputhur,7.8,17.8,0,28,20,49,37,1012.4,1010.9,0,0
30-01-2019,srivilliputhur,2.6,17.6,0,0,13,54,27,1022.5,1019.7,0,0
31-01-2019,srivilliputhur,0.5,19.9,0,0,20,84,45,1020.9,1011.5,0,0
01-02-2019,srivilliputhur,7.3,23.4,27,27,35,59,30,1007.4,1005.6,0,0
02-02-2019,srivilliputhur,4.5,18,0,4,19,45,31,1012.6,1011.8,0,0
03-02-2019,srivilliputhur,2.5,16.5,0,0,26,59,40,1018.1,1016.1,0,0
04-02-2019,srivilliputhur,2.3,18.2,0,7,7,63,35,1024.1,1020.3,0,0
05-02-2019,srivilliputhur,8.1,14.2,0,7,9,87,68,1017.3,1011.4,0,0
06-02-2019,srivilliputhur,6,18.7,27,27,24,68,36,1013,1008.5,0,0
07-02-2019,srivilliputhur,6.9,16.6,0,4,22,40,30,1008.4,1005.9,0,0
08-02-2019,srivilliputhur,8.4,17.2,0,19,31,44,42,1003.5,1001.5,0,0
09-02-2019,srivilliputhur,5.1,18.6,0,13,30,48,43,1008.6,1009,0,0
10-02-2019,srivilliputhur,4.4,18.1,0,9,9,55,33,1022.3,1022,0,0
11-02-2019,srivilliputhur,2.6,19,0,0,11,72,43,1029.3,1025.5,0,0
12-02-2019,srivilliputhur,7.9,19.8,0,0,7,67,47,1027.8,1023.8,0,0
13-02-2019,srivilliputhur,8.6,21.8,0,0,6,77,44,1025.8,1019.9,0,0
14-02-2019,srivilliputhur,7.9,25,0,0,19,76,42,1018.2,1013,0,0
15-02-2019,srivilliputhur,13,18.6,0,9,11,92,77,1016.8,1014.5,0,0
16-02-2019,srivilliputhur,10.8,15.2,4,13,0,100,82,1026.9,1023.8,1,1
17-02-2019,srivilliputhur,11.3,19.9,16.4,0,24,100,80,1014.8,1006.1,1,1
18-02-2019,srivilliputhur,13.3,20.3,0.2,26,33,50,40,1010.2,1011,0,0
19-02-2019,srivilliputhur,6.7,20.4,0,6,22,54,36,1019.4,1017.6,0,0
20-02-2019,srivilliputhur,4.3,17.8,0,17,19,64,48,1024,1023.1,0,0
21-02-2019,srivilliputhur,3.6,18.9,0,11,6,64,33,1027.9,1023.3,0,0
22-02-2019,srivilliputhur,5.1,16.3,0,0,7,95,75,1018.4,1010.7,0,0
23-02-2019,srivilliputhur,8.6,23.6,3,0,31,100,43,1004.8,1001.8,1,1
24-02-2019,srivilliputhur,5.2,21.7,0,19,4,47,29,1017.9,1016.7,0,0
25-02-2019,srivilliputhur,3.4,20.7,0,4,13,70,46,1022.9,1017.6,0,0
26-02-2019,srivilliputhur,10,23.1,0,0,22,70,31,1016.4,1013,0,0
27-02-2019,srivilliputhur,10.8,16.6,0,6,11,78,99,1017.1,1012.3,0,0
28-02-2019,srivilliputhur,9.7,21.8,16.8,26,30,66,24,1011.2,1010.1,1,1
01-03-2019,srivilliputhur,8.6,20.1,0,13,28,56,30,1015.8,1011.8,0,0
02-03-2019,srivilliputhur,3.1,19.1,0,13,9,51,29,1021.8,1017.7,0,0
03-03-2019,srivilliputhur,3.7,22,0,11,22,59,27,1017.9,1013.7,0,0
04-03-2019,srivilliputhur,5.3,18.7,0,7,17,68,56,1022.2,1019.7,0,0
05-03-2019,srivilliputhur,6,20.6,0,9,9,63,57,1024.4,1022.6,0,0
06-03-2019,srivilliputhur,6.3,24.6,0.2,2,24,72,57,1023.3,1021.9,0,0
07-03-2019,srivilliputhur,11.8,21.9,0,13,11,71,56,1026.9,1020.3,0,0
08-03-2019,srivilliputhur,13.5,20.2,0.2,13,17,76,66,1025.1,1022.3,0,0
09-03-2019,srivilliputhur,8.3,25.2,0,11,6,75,46,1022.6,1017.5,0,0
10-03-2019,srivilliputhur,5.5,25.9,0,2,17,55,28,1016.9,1014.2,0,0
11-03-2019,srivilliputhur,7.1,25.2,0,9,11,52,30,1020.8,1016.7,0,0
12-03-2019,srivilliputhur,7.4,26.9,0,7,24,70,41,1014.8,1008.7,0,0
13-03-2019,srivilliputhur,8.5,26.3,0.2,11,26,44,22,1013.6,1009.7,0,0
14-03-2019,srivilliputhur,9.9,19,0,20,20,44,52,1017.3,1017.6,0,0
15-03-2019,srivilliputhur,3.8,18.9,0.8,6,13,53,34,1025.7,1022.4,0,0
16-03-2019,srivilliputhur,5.4,18.8,0,7,13,70,57,1028.9,1026.3,0,0
17-03-2019,srivilliputhur,10.1,19.5,0,6,19,68,88,1030.3,1028.4,0,0
18-03-2019,srivilliputhur,12.4,19.2,18.6,7,17,100,85,1030.2,1027.8,1,1
19-03-2019,srivilliputhur,13.8,20.5,28.6,7,17,100,65,1026.9,1022.9,1,1
20-03-2019,srivilliputhur,15.6,24.5,2.2,6,6,95,62,1023,1020.7,1,1
21-03-2019,srivilliputhur,15.3,22.6,0.2,0,13,89,71,1022.9,1019,0,0
22-03-2019,srivilliputhur,14,23.6,0,9,24,100,69,1015.4,1017.1,0,0
23-03-2019,srivilliputhur,11.9,21.4,0,0,17,80,56,1024.3,1021.5,0,0
24-03-2019,srivilliputhur,13.6,18,0,4,9,73,70,1027.2,1025.9,0,0
25-03-2019,srivilliputhur,11.5,20.8,0.6,7,26,87,49,1032,1031.8,0,0
26-03-2019,srivilliputhur,12.8,21.2,0.6,9,26,81,60,1033.8,1031.9,0,0
27-03-2019,srivilliputhur,11.5,24.1,0.4,9,13,83,55,1030.5,1025.2,0,0
28-03-2019,srivilliputhur,12.6,25.7,0,4,6,100,61,1020.2,1015.1,0,0
29-03-2019,srivilliputhur,14.7,28.6,10.4,17,9,78,53,1011.5,1008.3,1,1
30-03-2019,srivilliputhur,14.7,24.2,0.2,22,41,83,65,999.1,989.1,0,0
31-03-2019,srivilliputhur,9.9,15.4,27,39,41,43,40,1000.8,1004.4,0,0
01-04-2019,srivilliputhur,5.4,22.8,0,11,9,53,39,1013.7,1011.5,0,0
02-04-2019,srivilliputhur,5.9,23.8,0.2,20,11,57,40,1019.1,1015.7,0,0
03-04-2019,srivilliputhur,7.2,16.1,0,7,11,82,64,1026.1,1026.6,0,0
04-04-2019,srivilliputhur,10.2,22.9,0,2,13,67,45,1029.3,1025,0,0
05-04-2019,srivilliputhur,9.3,24.4,0.2,0,13,78,49,1026.5,1021.7,0,0
06-04-2019,srivilliputhur,11.1,26.8,0,4,24,81,53,1022,1017.4,0,0
07-04-2019,srivilliputhur,10.5,28.5,2.2,0,24,74,52,1017.2,1014.3,1,1
08-04-2019,srivilliputhur,11.8,16.9,4,17,19,90,92,1022.3,1021.6,1,1
09-04-2019,srivilliputhur,11.6,20.9,7,19,13,73,57,1021.4,1018.6,1,1
10-04-2019,srivilliputhur,8.5,26.2,0,0,17,80,39,1018.5,1014.6,0,0
11-04-2019,srivilliputhur,8.1,24.8,0,0,17,61,72,1016.6,1014,0,0
12-04-2019,srivilliputhur,13.4,19.5,17.2,11,11,99,63,1022.5,1020.5,1,1
13-04-2019,srivilliputhur,11.7,20.4,0.4,6,11,84,71,1021.3,1017.9,0,0
14-04-2019,srivilliputhur,11.4,29.5,0.2,6,19,81,53,1015.9,1011.3,0,0
15-04-2019,srivilliputhur,17.1,30,0,4,17,95,45,1012.2,1009.8,0,0
16-04-2019,srivilliputhur,14.4,21.2,0,13,19,68,78,1015.5,1012.5,0,0
17-04-2019,srivilliputhur,10.9,20.3,33.8,26,26,68,55,1012.5,1012.9,1,1
18-04-2019,srivilliputhur,7.6,24.4,0,7,15,72,40,1018.4,1015.8,0,0
19-04-2019,srivilliputhur,12.4,18.1,2,11,17,78,80,1022.8,1020.8,1,1
20-04-2019,srivilliputhur,11.3,18.7,1.4,15,20,77,51,1024.5,1022.6,1,1
21-04-2019,srivilliputhur,11.8,17.3,2.2,11,15,88,82,1024.3,1022.2,1,1
22-04-2019,srivilliputhur,10.4,24.1,5.8,9,13,90,59,1021.7,1017.7,1,1
23-04-2019,srivilliputhur,12.6,30.2,0,2,20,80,73,1017.4,1014.3,0,0
24-04-2019,srivilliputhur,15.1,24,12.2,15,13,85,70,1025.2,1024.3,1,1
25-04-2019,srivilliputhur,16.7,28.2,0.2,6,37,86,82,1021.9,1017.5,0,0
26-04-2019,srivilliputhur,16.2,28.9,11.4,7,15,78,52,1017.2,1011.7,1,1
27-04-2019,srivilliputhur,14.9,31.6,0.2,0,4,76,36,1014.4,1010.9,0,0
28-04-2019,srivilliputhur,15.9,32,0,7,9,70,61,1015.7,1012.9,0,0
29-04-2019,srivilliputhur,19.9,32.4,0,11,26,75,46,1015.9,1012.4,0,0
30-04-2019,srivilliputhur,20.4,21.1,0,17,9,83,96,1013.8,1012.7,0,0
01-05-2019,srivilliputhur,17.6,25.3,25.4,7,22,81,64,1013.6,1010.8,1,1
02-05-2019,srivilliputhur,16,22.1,0,13,17,79,65,1017.5,1015.5,0,0
03-05-2019,srivilliputhur,13,26.8,0,6,7,80,47,1015.8,1011.5,0,0
04-05-2019,srivilliputhur,14.7,18.1,1.6,24,13,73,62,1022.9,1024.3,1,1
05-05-2019,srivilliputhur,10.2,23.8,0,0,15,62,50,1027.7,1024.2,0,0
06-05-2019,srivilliputhur,9.8,25.6,0,6,20,76,48,1025.2,1022.1,0,0
07-05-2019,srivilliputhur,11.8,25.4,0,2,19,71,49,1026.3,1023.5,0,0
08-05-2019,srivilliputhur,12,26.7,0,11,17,70,50,1027.6,1023.8,0,0
09-05-2019,srivilliputhur,12.7,28.9,0,7,9,73,41,1025.7,1021.1,0,0
10-05-2019,srivilliputhur,14.5,31.3,0,4,9,72,37,1020.8,1016.9,0,0
11-05-2019,srivilliputhur,14.5,30.1,0,6,20,64,47,1017.7,1014.9,0,0
12-05-2019,srivilliputhur,15.8,30.9,0,4,28,70,50,1016,1010.6,0,0
13-05-2019,srivilliputhur,16,22.5,0.2,7,11,90,93,1011.1,1010.6,0,0
14-05-2019,srivilliputhur,15.5,19.5,11.4,13,20,93,81,1014.4,1013.7,1,1
15-05-2019,srivilliputhur,15.6,22.4,11.4,4,11,98,85,1016.8,1014.6,1,1
16-05-2019,srivilliputhur,16.5,20.4,28.8,15,13,99,93,1016.4,1015.7,1,1
17-05-2019,srivilliputhur,17.7,25.2,14,13,20,88,83,1018.4,1016,1,1
18-05-2019,srivilliputhur,18.2,26.3,0.8,0,13,82,68,1017.8,1014.3,0,0
19-05-2019,srivilliputhur,18.1,25.2,1.2,4,7,88,68,1013.2,1010.2,1,1
20-05-2019,srivilliputhur,18.7,26.4,0.4,6,4,78,80,1012.2,1010.7,0,0
21-05-2019,srivilliputhur,17.7,25.6,0.8,2,11,79,97,1014.5,1013.2,0,0
22-05-2019,srivilliputhur,16.9,28.2,28.4,15,24,79,58,1016.7,1014.6,1,1
23-05-2019,srivilliputhur,16.3,31.1,0,13,19,76,55,1016.9,1011.7,0,0
24-05-2019,srivilliputhur,21.5,31.2,2,2,17,94,63,1011,1007.9,1,1
25-05-2019,srivilliputhur,20.4,31.2,2.6,7,9,97,53,1009.6,1005.9,1,1
26-05-2019,srivilliputhur,13.5,29.7,0,4,22,53,25,1008.4,1002.8,0,0
27-05-2019,srivilliputhur,12.7,30.3,0,11,26,57,29,1004.4,1003.6,0,0
28-05-2019,srivilliputhur,14.2,27.1,0,9,19,63,52,1014.2,1012.2,0,0
29-05-2019,srivilliputhur,17,26.9,0,15,15,73,53,1016.8,1013.1,0,0
30-05-2019,srivilliputhur,16.9,30.3,0,13,9,77,55,1011.3,1006,0,0
31-05-2019,srivilliputhur,18.5,27.5,0,9,17,70,97,1004,1003.7,0,0
01-06-2019,srivilliputhur,16.5,25.5,22,6,11,81,73,1006.5,1003.9,1,1
02-06-2019,srivilliputhur,16,24.7,0,11,41,73,70,1003.5,1001.2,0,0
03-06-2019,srivilliputhur,12.4,25.5,0.4,0,15,86,56,1003.9,995.1,0,0
04-06-2019,srivilliputhur,11.4,21.3,2.4,33,41,48,47,998.8,1002,1,1
05-06-2019,srivilliputhur,11,26.7,0,9,20,46,34,1009.8,1008.5,0,0
06-06-2019,srivilliputhur,10.6,25.6,0,9,19,67,53,1019.1,1017.8,0,0
07-06-2019,srivilliputhur,14.3,31.7,27,7,6,83,40,1018.5,1016.2,0,0
08-06-2019,srivilliputhur,16.8,22.7,0,13,0,72,56,1026.5,1023.7,0,0
09-06-2019,srivilliputhur,13.4,31.4,0,11,9,70,45,1017.5,1010.9,0,0
10-06-2019,srivilliputhur,19.4,30.2,4.8,11,9,94,65,1007.4,1001.5,1,1
11-06-2019,srivilliputhur,16.6,19.8,21,6,13,96,81,1005.9,1006.1,1,1
12-06-2019,srivilliputhur,12.5,20.5,1.4,11,13,64,56,1019.7,1019.1,1,1
13-06-2019,srivilliputhur,13.3,29.4,0.2,9,11,72,53,1018.7,1014,0,0
14-06-2019,srivilliputhur,15.7,29.2,0,7,19,70,58,1017.1,1015.1,0,0
15-06-2019,srivilliputhur,16.8,34.1,0,9,6,84,41,1016.3,1013.1,0,0
16-06-2019,srivilliputhur,16.8,37.4,0,2,7,74,27,1013.8,1009.3,0,0
17-06-2019,srivilliputhur,17.1,30.8,0,6,19,71,60,1012.8,1010.5,0,0
18-06-2019,srivilliputhur,16.9,20.5,0.8,7,13,94,97,1015.3,1012.5,0,0
19-06-2019,srivilliputhur,16.1,22.3,4.2,9,13,73,66,1015,1011.9,1,1
20-06-2019,srivilliputhur,16.9,27,0,0,15,78,56,1008.3,1005.1,0,0
21-06-2019,srivilliputhur,16.6,26.6,0,15,20,72,55,1011.7,1011.2,0,0
22-06-2019,srivilliputhur,16.1,26.9,0,9,7,83,86,1014.4,1013.1,0,0
23-06-2019,srivilliputhur,19.1,29,9,0,19,87,55,1014.3,1011.7,1,1
24-06-2019,srivilliputhur,20.4,29,2.2,2,19,100,59,1014.9,1014.1,1,1
25-06-2019,srivilliputhur,20.6,28.2,7,19,19,90,67,1016.9,1015.1,1,1
26-06-2019,srivilliputhur,20.1,24.4,2.8,6,13,90,83,1015.1,1012.2,1,1
27-06-2019,srivilliputhur,21.1,29.3,4.6,4,15,84,68,1012.9,1011,1,1
28-06-2019,srivilliputhur,22.4,28.7,1,13,24,74,57,1015.1,1013.1,0,0
29-06-2019,srivilliputhur,18.2,30.3,0,15,20,71,48,1012.9,1008.8,0,0
30-06-2019,srivilliputhur,20.6,30,4.6,0,9,91,71,1009.8,1007.6,1,1
01-07-2019,srivilliputhur,18.7,30.6,0,6,19,82,59,1010.8,1007.1,0,0
02-07-2019,srivilliputhur,17.6,32.7,0,0,20,76,63,1003.2,1001,0,0
03-07-2019,srivilliputhur,17.4,27.8,0,6,22,66,61,1008.2,1007,0,0
04-07-2019,srivilliputhur,18.3,28.2,0,6,11,84,58,1010.3,1009,0,0
05-07-2019,srivilliputhur,18.8,29.8,0.8,9,20,67,52,1014,1012.9,0,0
06-07-2019,srivilliputhur,15.7,32,0,4,13,73,35,1015.7,1012.5,0,0
07-07-2019,srivilliputhur,16.7,31.6,0,6,27,70,27,1016.7,27,0,0
08-07-2019,srivilliputhur,17.6,32.4,0,13,27,65,27,1012.8,27,0,0
09-07-2019,srivilliputhur,16.6,33.7,1.2,6,22,76,49,1004.6,1001.3,1,1
10-07-2019,srivilliputhur,20.5,36.1,0,9,9,70,45,1008.8,1006.5,0,0
11-07-2019,srivilliputhur,19.5,36.8,0,6,7,81,50,1012.1,1009.7,0,0
12-07-2019,srivilliputhur,22.5,35.9,0,7,7,75,46,1013.6,1010.1,0,0
13-07-2019,srivilliputhur,19,27.4,0,13,15,76,51,1019.7,1018.9,0,0
14-07-2019,srivilliputhur,14,27.6,0,6,15,67,49,1022.1,1020.7,0,0
15-07-2019,srivilliputhur,12.1,36.7,0,0,11,70,26,1020.5,1015.5,0,0
16-07-2019,srivilliputhur,17,40.4,0,6,11,62,20,1015.7,1011.3,0,0
17-07-2019,srivilliputhur,18.4,41.5,0,4,19,79,21,1012,1006.7,0,0
18-07-2019,srivilliputhur,23.1,38.4,0,11,22,42,38,1015.4,1011.4,0,0
19-07-2019,srivilliputhur,23.9,38.7,0,7,22,81,39,1011.8,1010.9,0,0
20-07-2019,srivilliputhur,22.1,38.6,0,9,26,63,44,1015.1,1009.8,0,0
21-07-2019,srivilliputhur,21.8,41.4,0,9,35,76,21,1010.5,1007.1,0,0
22-07-2019,srivilliputhur,21.8,33.9,0,15,33,64,67,1013.2,1016.4,0,0
23-07-2019,srivilliputhur,16.6,24.1,0,11,9,60,48,1024.6,1020.6,0,0
24-07-2019,srivilliputhur,14.2,27.4,0,7,20,68,52,1020.1,1018.7,0,0
25-07-2019,srivilliputhur,14.8,25.5,0,11,15,57,56,1024.9,1023.3,0,0
26-07-2019,srivilliputhur,14.9,30.5,0,0,17,84,44,1024.1,1019.6,0,0
27-07-2019,srivilliputhur,16.3,38.2,0,6,17,76,30,1016.4,1011.2,0,0
28-07-2019,srivilliputhur,21.6,22.7,0.2,20,11,81,71,1015.4,1017.3,0,0
29-07-2019,srivilliputhur,18.2,22.8,19.8,4,17,91,73,1017.8,1019,1,1
30-07-2019,srivilliputhur,17.8,23.5,0,13,15,69,77,1024.2,1024.2,0,0
31-07-2019,srivilliputhur,14.6,24.1,0,11,17,75,61,1024.7,1022.3,0,0
01-08-2019,srivilliputhur,17.8,28.1,1,9,13,80,57,1020.2,1016.5,0,0
02-08-2019,srivilliputhur,19.4,31.8,1.4,7,11,97,59,1014.3,1011.2,1,1
03-08-2019,srivilliputhur,19.7,28.2,4.4,6,7,88,66,1015.6,1014.4,1,1
04-08-2019,srivilliputhur,20.2,37.9,0.2,11,24,85,35,1011.4,1006,0,0
05-08-2019,srivilliputhur,23.6,36.7,0,7,17,65,34,1007.2,1005.8,0,0
06-08-2019,srivilliputhur,18.4,28.6,0,2,24,78,55,1013.5,1012.1,0,0
07-08-2019,srivilliputhur,15.6,24.5,0.2,17,26,59,48,1022.7,1022.1,0,0
08-08-2019,srivilliputhur,12.5,27.5,0,13,13,72,40,1023.5,1021,0,0
09-08-2019,srivilliputhur,12.5,31,0,6,19,80,29,1020.5,1015.5,0,0
10-08-2019,srivilliputhur,12.8,32,0,9,13,75,33,1014.9,1011.7,0,0
11-08-2019,srivilliputhur,16.7,34.1,0,0,11,81,27,1013.3,1008.6,0,0
12-08-2019,srivilliputhur,16.6,29.5,0,6,13,90,54,1009.6,1007.9,0,0
13-08-2019,srivilliputhur,20.4,30.2,0.4,9,17,89,58,1010.9,1007.4,0,0
14-08-2019,srivilliputhur,18.7,36.6,0.6,15,31,62,24,1003.2,1003.5,0,0
15-08-2019,srivilliputhur,16.4,22.1,0,9,11,74,64,1017.7,1015.6,0,0
16-08-2019,srivilliputhur,12.9,32.6,0,0,17,76,16,1009.6,1007.5,0,0
17-08-2019,srivilliputhur,16.6,32.9,0,4,19,71,16,1012.2,1009.4,0,0
18-08-2019,srivilliputhur,15.4,22.6,0.2,15,22,72,60,1023.5,1023.9,0,0
19-08-2019,srivilliputhur,13.9,25.3,0.2,13,19,48,42,1027.6,1026.4,0,0
20-08-2019,srivilliputhur,12,26.4,0,11,7,65,48,1025.5,1021.9,0,0
21-08-2019,srivilliputhur,12.1,32.1,0,0,9,80,32,1020.2,1015,0,0
22-08-2019,srivilliputhur,16.4,31.8,0,0,13,85,39,1015.9,1013.6,0,0
23-08-2019,srivilliputhur,17.1,29.6,0,0,19,67,61,1013.7,1012.6,0,0
24-08-2019,srivilliputhur,18.4,28.7,0,0,19,87,59,1016.7,1015.4,0,0
25-08-2019,srivilliputhur,16.7,31.7,0.8,7,6,83,45,1021.1,1018.8,0,0
26-08-2019,srivilliputhur,17.3,34.8,0,7,11,93,37,1021.9,1017.5,0,0
27-08-2019,srivilliputhur,17.1,27.3,0,2,20,74,68,1020.1,1021.1,0,0
28-08-2019,srivilliputhur,16.6,27.4,0.2,15,6,85,53,1022.1,1018.5,0,0
29-08-2019,srivilliputhur,15.2,30.3,0.8,7,19,87,59,1017.6,1016.6,0,0
30-08-2019,srivilliputhur,18.1,25.8,16.6,9,17,89,70,1020,1017.2,1,1
31-08-2019,srivilliputhur,18.1,25.9,0.2,17,24,75,69,1015.9,1014.4,0,0
01-09-2019,srivilliputhur,17.4,21.3,3,13,15,95,91,1015.5,1012.8,1,1
02-09-2019,srivilliputhur,17.8,23.7,25.8,9,11,99,92,1013.4,1011,1,1
03-09-2019,srivilliputhur,18.7,26.1,17.2,7,4,98,72,1007.5,1003.2,1,1
04-09-2019,srivilliputhur,19.2,32,13.2,0,11,96,47,1001.5,999.2,1,1
05-09-2019,srivilliputhur,16.9,30.8,0.2,0,26,83,36,1003.3,1001.2,0,0
06-09-2019,srivilliputhur,13.1,26.7,0.2,13,28,58,35,1005.4,1003.9,0,0
07-09-2019,srivilliputhur,12.7,26.2,0,19,24,56,40,1008.6,1009.3,0,0
08-09-2019,srivilliputhur,14,22.6,0,24,19,62,54,1020,1020.4,0,0
09-09-2019,srivilliputhur,13.2,21.7,0,11,7,74,68,1025.1,1024.7,0,0
10-09-2019,srivilliputhur,13.7,24.3,1.2,13,15,82,70,1027.4,1026,1,1
11-09-2019,srivilliputhur,14.2,27.9,0,6,19,97,53,1026.4,1022,0,0
12-09-2019,srivilliputhur,13.4,29.3,0,6,0,87,71,1020.4,1017.2,0,0
13-09-2019,srivilliputhur,16.7,20.7,2.6,13,15,76,72,1023.6,1023.5,1,1
14-09-2019,srivilliputhur,11.7,22.9,8.2,13,4,84,49,1019.3,1015.6,1,1
15-09-2019,srivilliputhur,9.3,19.2,0,0,2,100,68,1016.9,1015,0,0
16-09-2019,srivilliputhur,11,19.4,0.2,11,13,97,68,1015.4,1014.1,0,0
17-09-2019,srivilliputhur,10.6,22.4,0,19,9,66,49,1017.3,1015.4,0,0
18-09-2019,srivilliputhur,8.6,19.9,0.2,17,11,67,49,1021.9,1021.4,0,0
19-09-2019,srivilliputhur,7.3,19.1,0,19,6,68,41,1024.6,1020.4,0,0
20-09-2019,srivilliputhur,5.7,20.5,0,7,7,85,46,1019.7,1015.2,0,0
21-09-2019,srivilliputhur,2.4,21.2,0,4,2,83,35,1014.4,1010.4,0,0
22-09-2019,srivilliputhur,6,18.2,0,15,22,59,55,1015.6,1014.3,0,0
23-09-2019,srivilliputhur,7.9,18.6,0,26,13,54,37,1016.3,1013.2,0,0
24-09-2019,srivilliputhur,0,16.3,0,0,28,99,39,1009.3,1007,0,0
25-09-2019,srivilliputhur,3.1,16.8,0,22,26,52,33,1011,1009.9,0,0
26-09-2019,srivilliputhur,1.7,21.2,0,4,19,69,41,1012.3,1008.4,0,0
27-09-2019,srivilliputhur,8.4,16.5,0.2,11,26,49,34,1016.4,1018.1,0,0
28-09-2019,srivilliputhur,0.7,19.5,0,6,6,66,35,1029.1,1026.8,0,0
29-09-2019,srivilliputhur,-0.1,20.6,0,0,4,81,30,1030.2,1025.9,0,0
30-09-2019,srivilliputhur,2.2,19.6,0,11,4,77,43,1030.7,1028,0,0
01-10-2019,srivilliputhur,2.9,20.4,0,4,9,86,45,1032.9,1029.4,0,0
02-10-2019,srivilliputhur,5.1,21.3,0,2,13,100,55,1031.6,1027.8,0,0
03-10-2019,srivilliputhur,5,22.6,0,2,7,100,42,1028.6,1024.2,0,0
04-10-2019,srivilliputhur,5.7,24.1,0,0,9,80,42,1025.6,1021.2,0,0
05-10-2019,srivilliputhur,5.9,22.6,0,0,11,100,50,1021.2,1015,0,0
06-10-2019,srivilliputhur,10.8,22.6,3,17,26,92,41,1005.7,1001.4,1,1
07-10-2019,srivilliputhur,6.5,19.3,0,2,11,56,67,1005.3,1004.7,0,0
08-10-2019,srivilliputhur,9.5,16.7,1.2,20,20,58,52,1011.9,1011.7,1,1
09-10-2019,srivilliputhur,9.4,20.4,0,11,15,54,43,1017.1,1015.3,0,0
10-10-2019,srivilliputhur,3.2,17.6,0,6,7,80,47,1019.3,1017.9,0,0
11-10-2019,srivilliputhur,2.9,19,0,7,11,79,58,1024.3,1022.5,0,0
12-10-2019,srivilliputhur,7.3,18.6,0,15,6,93,72,1025.6,1022.2,0,0
